Crop_Type,Rainfall_mm,Temperature_C,Humidity_pct,Nitrogen,Phosphorus,Potassium,pH,Area_ha,Season,Irrigation_Type,Yield_ton_per_ha
Soybean,574.3,24.9,59.9,45.6,21.7,45.6,8.36,5.69,Zaid,Sprinkler,2.06
Sugarcane,1720.4,24.9,81.1,62.3,81.6,17.1,8.08,4.11,Rabi,Sprinkler,71.38
Sugarcane,1674.9,27.6,77.9,16.6,52.3,39.9,7.02,1.35,Kharif,Flood,68.45
Wheat,567.6,14.9,56.9,101.0,99.7,8.5,,2.02,Zaid,Rainfed,3.7
Maize,820.1,,56.5,122.6,60.7,104.2,6.8,2.92,Kharif,Drip,9.14
Sugarcane,1452.4,34.0,,75.7,89.1,78.7,7.33,10.62,Kharif,Sprinkler,89.26
Rice,1326.5,28.4,89.5,122.1,78.3,33.8,8.39,14.99,Kharif,Flood,5.24
Sugarcane,1243.3,33.8,63.5,83.3,10.4,74.7,5.46,2.82,Kharif,Drip,53.9
Wheat,507.0,12.5,,123.6,14.3,60.1,5.55,7.81,Zaid,Drip,4.4
Soybean,614.4,23.5,55.2,134.8,48.4,64.9,6.31,5.43,Kharif,Rainfed,4.13
Wheat,383.0,13.9,59.8,50.6,30.2,11.2,7.57,17.71,Rabi,Drip,3.17
Soybean,690.3,24.7,56.1,32.5,83.2,88.8,7.61,9.54,Zaid,Rainfed,3.01
Soybean,658.9,22.2,54.5,124.9,37.1,65.5,6.88,10.54,Rabi,Sprinkler,4.21
Maize,620.8,29.9,72.5,112.9,18.8,103.0,6.45,12.76,Zaid,Rainfed,5.74
Sugarcane,1872.7,31.3,63.0,101.0,71.8,62.6,4.86,7.38,Kharif,Rainfed,75.0
Rice,1513.9,27.5,66.2,37.1,31.2,79.7,6.93,16.99,Kharif,Rainfed,4.93
Rice,914.3,26.0,67.7,134.4,34.5,39.6,5.26,16.23,Rabi,Flood,4.59
Cotton,707.2,28.3,50.8,63.5,52.9,90.5,7.78,16.07,Zaid,Rainfed,2.25
Soybean,876.5,21.2,70.5,81.8,88.1,108.9,6.94,12.45,Rabi,Flood,3.94
Rice,1046.4,29.7,75.0,134.9,37.6,106.9,6.83,9.5,Kharif,Sprinkler,6.76
Maize,996.2,18.4,78.7,91.2,22.9,31.1,8.14,0.76,Zaid,Drip,4.87
Soybean,577.2,21.6,57.7,38.5,80.3,39.9,5.88,9.33,Kharif,Flood,2.71
Maize,896.5,18.5,76.6,52.0,28.5,83.6,6.91,11.52,Zaid,Flood,5.87
Rice,1138.1,23.8,66.2,136.3,6.8,70.7,6.57,6.8,Kharif,Drip,7.31
Rice,1153.3,28.7,75.9,119.2,11.5,13.2,6.72,12.96,Kharif,Rainfed,4.56
Cotton,823.1,32.5,63.1,32.0,76.4,13.8,6.76,11.26,Kharif,Drip,2.03
Rice,851.7,29.4,84.9,119.0,,21.0,7.02,0.78,Rabi,Sprinkler,5.22
Soybean,689.0,27.2,68.3,22.3,55.2,35.6,8.39,17.21,Zaid,Flood,1.92
Soybean,,22.4,70.1,108.7,74.0,44.4,5.06,4.61,Kharif,Drip,3.22
Soybean,550.3,21.5,60.6,19.4,25.2,20.7,8.31,4.23,Kharif,Rainfed,1.47
Cotton,798.2,33.7,62.9,86.1,72.7,48.7,8.16,16.57,Zaid,Rainfed,2.1
Cotton,948.4,30.8,59.8,135.1,27.0,43.6,6.53,5.04,Rabi,Rainfed,2.36
Rice,949.8,24.6,81.4,57.0,25.9,58.3,4.77,18.51,Kharif,Sprinkler,
Wheat,548.8,23.5,65.5,42.1,21.7,94.2,5.35,15.05,Kharif,Flood,3.67
Wheat,575.9,24.5,55.2,51.4,29.4,7.2,5.59,9.26,Kharif,Flood,2.61
Cotton,858.9,25.9,62.4,131.8,63.7,,7.46,2.65,Rabi,Drip,2.45
Rice,1079.4,29.3,72.8,125.7,6.8,48.5,5.57,4.37,Kharif,Rainfed,
Wheat,356.3,21.1,54.8,70.7,,89.0,5.97,15.36,Zaid,Drip,4.22
Rice,1859.8,23.4,63.3,22.4,94.3,72.8,4.9,19.45,Rabi,Rainfed,3.41
Rice,841.8,29.7,78.7,81.1,24.8,72.5,6.97,16.07,Rabi,Rainfed,3.96
Rice,1357.4,22.4,84.5,104.4,51.4,95.3,4.98,18.24,Kharif,Rainfed,5.73
Sugarcane,2226.8,30.6,73.6,97.8,58.3,42.3,6.78,5.52,Zaid,Drip,78.16
Soybean,833.4,23.2,59.5,107.2,21.6,49.6,4.96,3.2,Zaid,Rainfed,2.27
Rice,1056.0,28.1,74.2,122.2,21.5,7.0,7.11,1.54,Zaid,Sprinkler,4.47
Sugarcane,1859.6,26.4,62.3,130.9,64.4,24.3,6.75,3.1,Rabi,Sprinkler,132.08
Cotton,824.2,31.3,54.6,33.9,62.3,10.9,6.94,11.3,Rabi,Sprinkler,2.03
Wheat,718.8,12.6,54.7,115.9,34.7,46.8,7.3,18.35,Rabi,Rainfed,3.69
Soybean,806.9,28.6,57.9,56.2,9.4,6.7,6.41,2.36,Kharif,Drip,2.26
Wheat,393.7,,64.9,122.8,54.7,100.8,7.88,14.76,Rabi,Rainfed,4.94
Soybean,571.9,21.1,51.7,11.1,20.0,97.5,5.46,19.42,Rabi,Sprinkler,2.4
Wheat,792.0,14.8,65.4,13.4,95.0,80.7,4.83,13.58,Kharif,Flood,2.88
Soybean,489.2,27.6,62.2,11.3,97.0,83.9,5.14,7.16,Kharif,Rainfed,2.25
Wheat,538.6,16.7,58.1,96.9,57.7,41.9,8.06,2.09,Kharif,Drip,4.62
Wheat,330.4,22.1,61.2,116.6,67.8,6.4,5.22,7.17,Zaid,Rainfed,3.37
Wheat,764.8,,62.2,47.0,41.0,25.9,8.38,10.59,Zaid,Drip,2.75
Wheat,730.4,16.5,41.6,137.7,91.6,43.1,7.6,15.17,Kharif,Flood,4.87
Cotton,889.3,33.6,49.8,119.9,9.5,87.1,5.33,6.08,Kharif,Sprinkler,2.13
Rice,810.6,31.4,81.6,69.7,69.6,68.6,8.44,6.13,Kharif,Flood,3.36
Maize,883.1,29.6,63.8,53.1,67.5,29.1,4.92,1.03,Zaid,Rainfed,4.22
Sugarcane,1828.1,25.9,67.3,137.9,32.7,51.3,4.91,5.58,Kharif,Drip,78.03
Maize,626.0,25.5,56.0,130.2,27.7,37.6,6.68,18.04,Kharif,Rainfed,6.55
Maize,985.1,18.5,65.1,71.8,70.7,25.6,8.43,13.08,Kharif,Drip,4.1
Soybean,462.7,26.3,58.5,107.2,81.8,31.6,6.66,10.81,Rabi,Flood,3.75
Rice,1643.9,24.3,67.6,128.4,55.2,96.4,5.66,16.24,Kharif,Sprinkler,6.55
Soybean,525.1,24.7,50.5,96.6,60.8,70.4,5.52,5.17,Kharif,Flood,3.78
Rice,1204.1,29.6,79.1,117.7,89.4,5.6,7.75,7.33,Zaid,Sprinkler,6.17
Rice,1415.3,26.0,81.8,71.9,6.3,6.4,7.15,17.02,Rabi,Rainfed,4.08
Wheat,460.9,15.8,55.7,95.9,76.2,30.8,5.79,6.51,Rabi,Drip,4.26
Cotton,708.4,29.9,60.7,70.5,33.1,86.4,7.92,8.7,Zaid,Flood,2.11
Wheat,564.7,12.8,41.3,13.8,63.2,36.9,7.47,17.97,Zaid,Sprinkler,3.26
Cotton,825.8,26.1,55.2,77.0,93.0,59.7,8.46,10.43,Kharif,Rainfed,2.3
Soybean,718.7,21.8,67.3,,14.3,54.2,4.83,13.8,Kharif,Drip,2.88
Cotton,813.6,34.2,43.6,66.7,67.2,78.5,7.95,4.02,Zaid,Rainfed,2.32
Soybean,892.7,,71.4,95.8,74.8,12.6,4.67,2.48,Kharif,Rainfed,1.81
Maize,812.0,28.3,70.9,94.9,35.4,30.5,5.87,16.03,Kharif,Sprinkler,6.1
Maize,1072.5,21.0,51.6,100.9,46.7,81.8,8.21,15.13,Kharif,Drip,6.03
Cotton,537.7,29.6,,47.9,9.6,99.8,6.43,5.98,Zaid,Rainfed,2.17
Cotton,500.2,33.9,57.2,109.7,24.9,56.4,4.86,15.06,Kharif,Sprinkler,1.8
Soybean,752.9,22.8,59.2,20.4,18.1,44.1,8.2,7.89,Kharif,Rainfed,1.51
Wheat,634.4,17.4,57.8,46.2,70.4,71.2,5.19,3.66,Rabi,Drip,
Soybean,794.2,24.2,52.9,125.6,65.1,71.0,5.07,1.27,Zaid,Sprinkler,3.67
Wheat,363.5,13.5,45.6,22.7,64.4,49.3,5.56,9.09,Zaid,Sprinkler,3.3
Maize,680.0,24.8,65.4,107.3,51.8,36.7,6.83,18.96,Rabi,Flood,7.19
Rice,1131.5,29.7,67.2,119.0,22.2,68.6,6.26,9.63,Zaid,Drip,6.6
Cotton,726.3,34.4,52.5,135.0,48.6,57.9,5.83,1.12,Zaid,Rainfed,2.79
Wheat,303.3,21.0,64.0,74.0,54.5,106.0,5.64,,Rabi,Sprinkler,4.46
Soybean,695.8,22.8,59.4,39.0,,55.0,7.89,9.74,Kharif,Drip,3.43
Maize,1166.1,29.9,58.2,122.9,42.1,12.5,6.8,19.55,Rabi,Rainfed,4.58
Wheat,381.4,14.1,66.7,19.9,81.1,29.5,6.37,18.36,Rabi,Drip,4.02
Soybean,649.5,24.6,65.1,30.4,90.3,53.8,5.97,2.97,Kharif,Drip,3.56
Cotton,540.3,32.2,56.1,129.8,33.5,65.8,8.26,14.53,Kharif,Flood,2.34
Cotton,542.9,28.8,61.5,90.8,95.9,7.1,6.19,2.54,Kharif,Rainfed,2.23
Sugarcane,1737.5,33.7,72.8,64.2,80.0,49.6,5.58,17.31,Zaid,Drip,104.03
Rice,1533.0,27.9,81.6,50.7,8.2,90.1,5.02,14.58,Zaid,Drip,4.44
Sugarcane,1979.7,27.8,64.3,58.3,93.4,51.5,7.71,18.58,Rabi,Rainfed,73.86
Maize,594.4,23.9,74.4,86.1,78.5,53.6,5.32,0.97,Rabi,Sprinkler,6.16
Wheat,521.0,17.7,48.2,27.1,94.8,18.8,5.9,6.44,Zaid,Drip,4.2
